"primaryNameTib","primaryNameSkt","primaryNameEng","primaryNameLang","otherNameTib","otherNameSkt","otherNameEng","Dates","Date-Begin","Date-End","TranslatedBy","TranslatorOf","recID","bAuthor","bTranslator","Notes"
"RANG BYUNG RDO RJE","","Rangjung Dorje","TB","KARMA PA 03 RANG BYUNG RDO RJE;KARMA RANG BYUNG RDO RJE","","His Holiness the Third Karmapa, Rangjung Dorje;Karma Rangjung Dorje","1284-1339","17","18","","","367","1","0","Important master of the karma kaM tshang tradition; he is regarded as the first of the incarnation lamas in tibet, since he became widely recognized as the embodiment of kar+ma pak+Si.\
He was installed first at karma dgon and then established at kam po gnas nang.\
He is famed for the building of the iron bridge over the sog chu.\
In 1331 he was invited to court by the yuan emperor and received by prince rat+na shrI.\
After the prince's demise, his elder brother brought him to sman rtse.\
According to the bod kyi gal che'i lo rgyus he died at 56."
"BLO BZANG BSTAN PA'I NYI MA","","Losang Tenpey Nyima","TB","SHI RE THU BLO BZANG BSTAN PA'I NYI MA;DGA' LDAN SHI RE THU BLO BZANG BSTAN PA'I NYI MA;LA MO BLO BZANG BSTAN PA'I NYI MA;KHRI CHEN BLO BZANG BSTAN PA'I NYI MA","","Shireytu Losang Tenpey Nyima;Ganden Shireytu Losang Tenpey Nyima;Lamo Losang Tenpey Nyima;Trichen Losang Tenpey Nyima","1689-1762","21","22","","","368","1","0","Travelled to Tibet at an early age for studies.\
Invited to Beijing by the Emperor Yu'u-dzi and given title Hu'i-u-chan Dga'-ldan Shi-re-thu Hu'u-thog-thu.\
Resided in Beijing at the Tsan-dan Dgon.\
Travelled to and then resided at Sog-yul Mtsho-bdun Dgon.\
Sungbum in 4 volumes in the Pe-cin Mi-rigs Rig-gnas Pho-brang.\
      \
Ming mdzod has two entries:\
      p. 1657. La-mo Gser-khri Blo-bzang-bstan-pa'i-nyi-ma (1689-1772)\
      2 volume Sungbum\
      p. 1163. Blo-bzang-bstan-pa'i-nyi-ma (1689-1772)\
      4 vol. gsung 'bum.\
\
Biography:\
      Khri chen sprul pa'i sku blo bzang bstan pa'i nyi ma dpal bzang po'i rnam par thar pa dpyod ldan yid dbang 'gugs pa'i pho nya / written by the 7th Dalai Lama Skal-bzang-rgya-mtsho in vol. 4 (nga) of the 1927 edition of the gsung 'bum from Central Tibet.\
\
Prominent gelug teacher active at the imperial court; dates given here are 1689-1772 (chu 'brug); this needs checking.\
\
\
"
"DBYANGS CAN GRUB PA'I RDO RJE","","Yangchen Drupay Dorje","TB","DNGUL CHU DBYANGS CAN GRUB PA'I RDO RJE;BLO BZANG CHOS 'PHEL;'JAM DBYANGS RDO RJE, DNGUL CHU","","Ngulchu Yangchen Drupay Dorje;Losag Chupel","1809-1887","23","23","","","455","1","0",""
"NGAG DBANG BLO GROS RGYA MTSO","","Ngawang Lodru Gyatso","TB","KHRI 44 NGAG DBANG BLO GROS RGYA MTSO;KLU 'BUM BLO GROS RGYA MTSO;KHRI RGYA NAG PA BLO GROS RGYA MTSO;RGYA NAG PA NGAG DBANG BLO GROS RGYA MTSO;KHRI CHEN KLU 'BUM PA NGAG DBAG BLO GROS RGYA MTSO;'JAM DBYANGS BLA MA NGAG DBANG BLO GROS;BLO GROS RGYA MTSO, KLU 'BUM",";;;;;;","The 44th Ngawang Lodru Gyatso;Lubum Lodru Gyatso;Trigya Nagpa Lodru Gyatso;Gyanagpa Ngawang Logdu Gyatso;Trichen Lubumpa Ngawang Lodru Gyatso;Jamyang Lama Ngawang Lodru;","1635-1688","21","21","","","457","1","0","Assumes office 1682 dga' ldan dgon (stag rtse rdzong)\
	 \
Leaves office 1685 dga' ldan dgon (stag rtse rdzong)\
	 \
W21015 1635. la mo gser khri ngag dbang blo rgyam born\
 	\
famous dge lugs hierarch and statesman from klu 'bum in a mdo studied at 'bras spungs sgo mang before he entered rgyud smad he then became the abbot of dga' ldan byang rtse in 1682 he ascended the throne of dga' ldan as the 44nd khri 1686. steps down to travel to mongolia and to make peace between the khal kha and o rod. 1687. to pe cin for an audience with the khang zhi emperor 1688. dies en route back to tibet.\
\
W19801 biography\
\
W19998 bio\
\
W20115 quotes cha har dge bshes for tenure on the see of dga' ldan (1682-1685) 1685 travel to china 1686-1688. for his activities in making peace between the hal ha and o rod"
"SHES RAB RGYA MTSO","","Sherab Gyatso","TB","A KHU CHING SHES RAB RGYA MTSO;DRUNG PA SHES RAB RGYA MTSO;","","Aku Ching Sherab Gyatso;Drungpa Sherab Gyatso;","1803-1875","23","23","","","371","1","0","\
W20304 [p. 144] biography\
dates:\
b. chu phag (1803)\
 \
gsung 'bum in 20 manuscript volumes; printed edition only 7.\
W19803 [p. 892] Source contains brief biography.\
W19801 [p. 895]\
W19836 [p. 663]"
"BSOD NAMS RIN CHEN","","Sunam Rinchen","TB","SGAM PO PA BSOD NAMS RIN CHEN;DVAGS PO LHA RJE BSOD NAMS RIN CHEN;DAR MA GRAGS, SGAM PO PA;ZLA 'OD GZHON NU","","Gampopa Sunam Rinchen;Dakpokha Je Sunam Rinchen;Darma Drak, Gampopa;Da-u Shonnu","1079-1153","15","16","","","372","1","0","Founds Monastery 1121  at dwags lha sgam po (rgya tsha rdzong).\
Married (not recorded): Mchims Jo-sras Dar-ma-'od's dauthter.\
1104. Final ordination from (not recorded): Dge-bshes Blo-ldan-shes-rab (?=Rngog).\
1106. Went with 'Gong-ston to Dbu-ru Byang.\
Receives Bka'-gdams-pa teachings from Snyug-rum-pa Brtson-'grus-rgyal-mtshan.\
1109. Meets Mi-la-ras-pa.\
Founds Dwags-lha-sgam-po at the order of Mi-la-ras-pa.\
Sungbum in two volumes.\
Tshe-nor gives year of birth as 1079.\
\
"
"SKAL BZANG GRAGS PA RGYA MTSO","","Kelsang Drakpa Gyatso","TB","RGYAL MKHAN PO SPRUL SKU 04 SKAL BZANG GRAGS PA RGYAL MTSO;SKAL BZANG BSTAN PA RAB RGYAS;DBYANGS CAN GTZUG LAG CHOS KYI ROL MTSO;BLA BRANG KHRI SKAL BZANG GRAGS PA RGYA MTSO;SHIS TSANG GDAN RABS 35 SKAL BZANG GRAGS PA RGYA MTSO;RGYAL MKHAN SPRUL SKAL BZANG GRAGS PA RGYA MTSO","","The Fourth Gyel Kenpo Trulku, Kelsang Drakpa Gyatso;Kelsang Tenpa Rapgye;Yangchen Tsukla Chukyi Roltso;LaDrang Tri Kelsang Drakpa Gyatso;The 35th Shi-tsang Denrab, Kelsang Drakpa Gyatso;Gyel Kentrul Kelsang Drakpa Gyatso","1880-1923","23","24","","","377","1","0","Prominnent dge lugs teacher and incarnation from a mdo.\
b. lcags 'brug (1880); d. chu phag (1923).\
Birthplace: rtse dbus sba sa.\
Father: blo bzang don 'grub.\
Mother: shis bza' bsod nams chos mtsho."
"RIN CHEN RNAM RGYAL","","Rinchen Namgyel","TB","SGRA TSHAD PA RIN CHEN RNAM RGYAL;SEMS DPA' CHEN PO RIN CHEN RNAM RGYAL;THUGS SRAS LO TSa BA RIN CHEN RNAM RGYAL","","Dratsepa Rinchen Namgyel;Sempa Chenpo Rinchen Namgyel;Tukse Lotsawa Rinchen Namgyel","1318-1388","18","18","","","375","1","1",""
"DGE 'DUN RGYA MTSO","","Gendun Gyatso","TB","TA LAI BLA MA 02 DGE 'DUN RGYA MTSO","","His Holiness the Second Dalai Lama, Gendun Gyatso","1476-1542","19","20","","","451","1","0",""
"DGE 'DUN GRUB PA","","Gendun Drup","TB","TA LAI BLA MA 01 DGE 'DUN GRUB PA;SNAR THANG PA DGE 'DUN GRUB PA;PADMA RDO RJE;RGYAL BA DGE 'DUN GRUB","","His Holiness the First Dalai Lama, Genden Drup;Nartangpa Gendun Drup;Padma Dorje;Gyelwa Gendun Drup","1391-1474","18","19","","","392","1","0","Founds Monastery 1447  at bkra shis lhun po dgon pa.\
In the transmission lineage of the abhidharamakosakarikas which passed through tsong kha pa.\
\
1453: founded bkra shis lhun po.\
According to tshad ma'i 'byung khungs, d. in 1475.\
\
From the clan of ngar tso in the region of ru lug.\
Wrote commentaries on dbu ma and tshad ma among other topics.\
"
"THUB BSTAN CHOS KYI GRAGS PA","","Tupten Chukyi Drakpa","TB","THUB BSTAN CHOS KYI GRAGS PA;D+H'AR+MA KIR+TI KUN BZANG BSOD NAMS;CHOS KYI GRAGS PA;MI NYAG KUN DGA' BSOD NAMS;MI NYAG KUN BZANG BSOD NAMS;MI NYAG KUN BSOD;DHARMAKIRTI;KUN BZANG BSOD NAMS, MI NYAG;","","Tupten Chukyi Drakpa;Dharmakirti Kunsang Sunam;Minyak Kunga Sunam;Minyak Kunsang Sunam;Minyak Kunsu;Dharmakirti;Kunsang Sunam, Minyak;","1823-1905","23","24","","","393","1","0",""
"BLO BZANG SBYIN PA","","Losang Jinpa","TB","DKYIL KHANG MKHAN ZUR BLO BZANG SBYIN PA;DKYIL ZUR BLO BZANG SBYIN PA","","Kyilkang Kensur Losang Jinpa;Kyilsur Losang Jinpa;","1821-1891","23","23","","","394","1","0",""
"BLO BZANG NOR BU SHES RAB","","Losang Norbu Sherab","TB","LHA BTZUN BLO BZANG NOR BU SHES RAB;CHING SU TZUG THU NO MON HAN BLO BZANG NOR BU SHES RAB;SU MA TI MA nI PRADZNYa",";;","Hlatsun Losang Norbu Sherab;Chingsu Tsuktu Nomonhan Losang Norbu Sherab;Sumati Mani Pradznya","1677-?","21","21","","","385","1","0","Dge lugs teacher active in mongolia\
Ming mdzod gives the birth year as 1737 and 1677 in two separate entries, whereas Mi sna has 1677.\
The date of 1677 for the birth is better in accord with the dating (1747) of the bca' yig for his monastery of Dge-ldan-bshad-sgrub-gling.\
Sungbum in 6 printed volumes."
"BLO BZANG RGYA MTSO","","Losang Gyatso","TB","CHOS DPAL ZHING BLO BZANG RGYA MTSO;CO NE BLA MA BLO BZANG RGYA MTSO;SPRIN GTZUG LAG CHOS KYI 'DOD 'JO DPAL BZANG PO","","Chupel Shing Losang Gyatso;Choney Lama Losang Gyatso;Trintsukla Chukyi Dunjo Pelsangpo","b. 19th century, d.1923","23","23","","","388","1","0",""
"NGAG DBANG BSHAD SGRUB BSTAN PA'I NYI MA","","Ngawang Shedrup Tenpey Nyima","TB","CHE SHOS 02 NGAG DBANG BSHAD SGRUB BSTAN PA'I NYI MA;CHE SHOS NGAG DBANG BSHAD SGRUB BSTAN PA'I NYI MA;BSHAD SGRUB BSTAN PA'I NYI MA;SKU 'BUM RGYUD PA KHRI NGAG DBANG BSHAD SGRUB BSTAN PA'I NYI MA;SKU 'BUM KHRI NGAG DBANG BSHAD SGRUB BSTAN PA'I NYI MA","","The Second Cheshu Lama, Ngawang Shedrup Tenpey Nyima;Cheshu Ngawang Shedrup Tenpey NyimaShedrup Tenpey Nyima;Kunbum Gyupa Tri Ngawang Shedrup Tenpey Nyima;Kunbum Tri Ngawang Shedrup Tenpey Nyima","1787-1860","22","23","","","386","1","0",""
"NGAG DBANG BLO BZANG BSTAN PA'I RGYAL MTSAN","","Ngawang Losang Tenpey Gyeltsen","TB","LCANG LUNG PAn+tI TA NGAG DBANG BLO BZANG BSTAN PA'I RGYAL MTSAN;BLO BZANG BSTAN PA'I RGYAL MTSHAN","","Changlung Pandita Ngawang Losang Tenpey Gyeltsen;Losang Tenpey Gyeltsen","1770-1845","0","25","","","390","1","0","\
W19823\
[v. 1, p. 517] major dge lugs master connected to inner mongolia and the manchu court\
born into the left banner of the so nyid, one of the 49 tsho chen of the inner mongols; his father was tha'i ji don grub and his mother was named bde ba can\
recognized as the rebirth of lcang lung blo bzang dpal 'byor lhun grub by lcang skya rol pa'i rdo rje and mkhan chen no mon han\
ngag dbang dpal 'byor was named as his yongs 'dzin\
at the ae of 7 (1776) presided over the smon lam in su nyid and officially named to the throne of lcang lung\
1780 meets the paN chen when he was enroute to beijing\
his yongs 'dzin died in 1781 and dka' bcu ngag dbang sbyin pa appointed\
1783. to ri bo rtse lnga and meets the lcang skya hu thog thu from whom he receives the 13 deity initiation of vajrabhairava\
becomes a vegetarian\
1785 accompanied by dpon blo blo bzang and his yongs 'dzin goes to pe cing\
meets again the lcang skya\
1786. contracts smallpox\
after the death of lcang skya, the emperor appoints as his successor ngag dbang tshul khrims; receives teachings from ngag dbang tshul khrims in beijing\
1788. given control, spiritual and temporal over his monastery\
1789. again to beijing and after a month returns to his native land\
1790. travels tocentral tibet via sku 'bum\
stays in lha sa in the dga' ldan khang gsar\
has an audience with the 8th dalai lama\
enters the byes pa grwa tshang of se ra\
1791. final vows before the 8th dalai lama\
gorkhas invade bkra shis lhun po; visit there interrupted\
when he was ready to return to his native mongolia, granted the title dga' ldan bstan pa'i gsal byed pandi ta\
arrives at his native monastery and builds the great maitreya statue\
1797.completes the byams chen and summoned to beijing to do the zhabs brtan for the emperor chan lung\
1798. returns to su nyid\
visits ri bo rtse lnga\
1803. travels to bla brang via sku 'bum\
meets the 'jam dbyangs bzhad pa and receives teachings from gung thang\
on the return visits chu bzang and meets blo bzang mkhas grub\
1804 finds him returning to his native su nyid\
summoned to perform the zhabs btan gain for the emperor\
1805 founds the mtshan nyid grwa tshang at his monastery\
died 1845\
there are 7 volumes of the gsung 'bum in beijing\
 \
Recognized as the rebirth of Lcang-lung Blo-bzang-dpal-'byor-lhun-grub by Lcang-skya Rol-pa'i-rdo-rje and Mkhan-chen No-min-han.\
First vows from the Mkhan-chen No-mon-han Ngag-dbang-tshul-khrims.\
1776. Installed at Lcang-lung.\
1783. Meets Lcang-skya Rol-pa'i-rdo-rje at Ri-bo Rtse-lnga.\
1788. Assumes control of Lcang-lung, both spiritual and temporal.\
1790. Travels to Dbus where he receives final vows from the 8th Dalai Lama.\
Receives title Dga' ldan bstan pa'i gsal byed paNDi ta and seal, etc.\
Returns to Lcang-lung.\
Invited twice to Pe-cin to the palace of the Chan-lung Emperor.\
Founds a Mtshan-nyid Grwa-tshang at his own monastery and invites Rab-'byams-pa Blo-bzang-bshad-sgrub to take it over as its teacher.\
Gsung-'bum in 7 printed volumes and 157 separate chos tshan.\
W19803\
[p. 857] source includes a biographic sketch\
W19801\
[p. 533]\
W19802\
[Vol. 2, p. 285] list of contents of the collected works\
W19835\
[p. 89] account of the medical writings of the author\
W19802\
[Vol. 2, p. 14] bibliographic reference\
 \
important dge lugs teacher of inner mongolia; one of the major disciples of lcang skya rol pa'i rdo rje"
"'JAM DBYANGS BSTAN PA'I NYI MA","","Jamyang Tenpey Nyima","TB","RGYA NAG PA 'JAM DBYANGS BSTAN PA'I NYI MA;KHRI CHEN RGYA NAG PA 'JAM DBYANGS BSTAN PA'I NYI MA","","Gyanakpa Jamyang Tenpey Nyima;Trichen Gyanakpa Jamyang Tenpey Nyima","1686-1738","21","22","","","395","1","0","Studied in his youth at Bla-brang Bkra-shis-'khyil.\
Taught in the Mongol lands including Khal-kha.\
In the latter part of his life traveled to Ri-bo-rtse-lnga.\
Sungbum in three volumes (or two volumes).\
\
"
"BLO BZANG RAB GSAL","","Losang Rapsel","TB","DPA' RIS RAB GSAL;DPA' RIS BLO BZANG RAB GSAL;MTSHO BYUNG ROL BA'I BLO GROS;SU DHI PRA KA SHA","","Pari Rapsel;Pari Losang Rapsel;Tsojung Rolpey Lodru;Sudhiprakasha","1840-1910[?]","23","24","","","396","1","0",""
"YE SHES RGYAL MTSAN","","Yeshe Gyeltsen","TB","TSE MCHOG GLING YONGS 'DZIN YE SHES RGYAL MTSAN;O RGYAN CHOS 'PHEL;DKA' CHEN YE SHES RGYAL MTSAN;TSE MCHOG GLING YONGS 'DZIN SPRUL SKU 01","","Tsechok Ling Yongdzin Yeshe Gyeltsen;Orgyen Chupel;Yeshe Gyeltsen;Tsechok Ling Yongdzin Tulku 01","1713-1793","22","22","","","448","1","0",""
"DGE LEGS DPAL BZANG","","Gelek Pelzang","TB","MKHAS GRUB RJE DGE LEGS DPAL BZANG;KHRI 03 DGE LEGS DPAL BZANG","","Kedrup Je Gelek Pelzang;Gelek Pelzang, 3rd","1385-1438","18","19","","","449","1","0",""
"PRADZNY'A SA GA RA","","Pradznya Sagara","TB","SHES RAB RGYA MTSO;PRAJNYASAGARA","","Sherab Gyatso","","0","25","","","450","1","0",""
"'JAM DBYANGS THUB BSTAN NYI MA","","Jamyang Tupten Nyima","TB","SDE KHRI 03 'JAM DBYANGS THUB BSTAN NYI MA;SDE KHRI 03 THUB BSTAN NYI MA;SDE KHRI 'JAM DBYANGS THUB BSTAN NYI MA;BLA BRANG KHRI 30 'JAM DBYANGS THUB BSTAN NYI MA;SHIS TSHANG GDAN RABS 02 'JAM DBYANGS THUB BSTAN NYI MA;RIN CHEN RDO RJE","","The Third Detri, Jamyang Tupten Nyima;The Third Detri, Tupten Nyima;Detri Jamyang Tupten Nyima;The 30th Throne Holder of Ladrang, Jamyang Tupten Nyima;The Second Shi-tsang Denrap, Jamyang Tupten Nyima;Rinchen Dorje","1779-1862","22","23","","","424","1","0","Termed 'tsho mdzad sman pa'i rgya lpo.\
1824. came to throne of bla brang for one year (ming mdzod gives no number).\
      (chos sde chen po dpal ldan 'bras spungs bkra shis sgo mang grwa tshang gi chos 'byung dung g.yas su 'khyil ba'i sgra dbyangs (p. 15) ).\
Prominent dge lugs teacher, scholar and writer connected with bla brang bkra shis 'khyil and shis tshang.\
Born in mdo smad rtse gzhung as the son of ha tshon mda' tshan yab yi bo phun tshogs alias ka 'bum sman pa ngag dbang phun tshogs and lha mo skyid.\
His first name given wa.s rta mgrin skyabs; given the nams 'jam dbyangs thub bstan nyi ma by rong po shar no mon han\
      (shis tshang dgon gsar gyi gdan rabs dkar chag g.yas 'khyil dung gi rang sgra (p. 50) ).\
\
30th khri of bla brang bkra shis 'khyil.\
"
"BSOD NAMS SENG GE","","Sonam Seng-ge","TB","GO RAMS PA BSOD NAMS SENG GE;GO BO RAB 'BYAMS PA BSOD NAMS SENG GE;NGOR MKHAN CHEN 06 BSOD NAMS SENG GE","","Gorampa Sonam Seng-ge;Gowo Rabjampa Sonam Seng-ge;The Sixth Ngorken Chen Sonam Seng-ge","1429-1489","19","19","","","401","1","0","Learned in both sutra and tantra; the first abbots of ngor were direct disciples of ngor chen kun dga' bzang po."
"NGAG DBANG MKHAS GRUB","","Ngawang Kedrup","TB","KHU RE CHOS RJE NGAG DBANG MKHAS GRUB;KYE RDOR MKHAN PO NGAG DBANG MKHAS GRUB;NGAG DBANG BLO BZANG MKHAS GRUB;KHAL KHA MKHAN PO NGAG DBANG BLO BZANG MKHAS GRUB;WA GINDRA PA tU SI DHI","","Kure Chuje Ngawang Kedrup;Ngawang Losang Kedrup;Kalka Kenpo Ngawang Losang Kedrup;Wagindra Patu Siddhi","1779-1838","22","23","","","402","1","0","There exists a biography of this teacher by Ngag-dbang-ye-shes-thub-bstan:\
      Mkhas chen ngag dbang mkhas grub dpal bzang po'i rnam thar dad pa'i 'khri shing:\
      63 ff. in vol. ka of the 4 vol., largely printed, gsung 'bum of Ngag-dbang-ye-shes-thub-bstan described in MHTL. (MHTL 6621).\
Studied in Mongolia at Bkra-shis-chos-'phebs and Bkra-shis-sgo-mang.\
Took rab-'byams-pa degree in Lhasa after study of the five yig-cha.\
Became successively: Chos-rje, Ded Mkhan-po, and Mkhan-chen or Urga\
Student Manydzu-shrii Stong-'khor Hu-thog-thu A-chi-thu No-mong-hang Ngag-dbang-blo-bzang-thub-bstan-'jigs-med-tshul-khrims."
"DPAL LDAN DON GRUB","","Pelden Dundrup","TB","STAG PHU 01 DPAL LDAN DON GRUB;STAG PHU GU SHRi DPAL LDAN DON GRUB;GU SHRI DPAL LDAN DON GRUB","","The First Takpu Pelden Dundrup;Takpu Gushri Pelden Dundrup;Gushri Pelden Dundrup","1382-1466","18","19","","","403","1","0",""
"KUN DGA' GROL MCHOG","","Kunga Drolchok","TB","JO NANG RJE BTZUN KUN DGA' GROL MCHOG;JO NANG PA KUN DGA' GROL MCHOG;ZHE SDANG NAG PA'I RDO RJE;SEMS KYI MDUD GROL;GLO BO BA KUN DGA' GROL MCHOG;RJE BTZUN KUN DGA' GROL MCHOG","","Jonang Jetsun Kunga Drolchok;Jonangpa Kunga Drolchok;Shedang Nakpey Dorje;Semkyi Dud-drol;Lowowa Kunga Drolchok;Jetsun Kunga Drolchok","1507-1566","20","20","","","404","1","0",""
"KHRI CHEN BSTAN PA RAB RGYAS","","Trichen Tenpa Rapgyey","TB","","","","","0","25","","","405","1","0","Writer at Sera Je Monastery, Lhasa"
"BLO BZANG DAR RGYAS RGYA MTSO","","Losang Dargye Gyatso","TB","BLO BZANG DAR RGYAS, SHING BZA’ PAn+Di ta;SHING BZA’ BLO BZANG DAR RGYAS RGYA MTSO;SKU ‘BUM KHRI 44 BLO BZANG DAR RGYAS RGYA MTSO;SKU ‘BUM KHRI CHEN 44;RONG PO DGON CHEN GDAN RABS 28","","Losang Dargye, Shingza Pandita;Shingza Losang Dargye Gyatso;The 44th Kunbum Tri, Losang Dargye Gyatso;The 44th Kunbum Tri;The 28th Rongpo Gonchen Denrap","1752-1824","0","25","","","498","1","0","W28869 [pp. 9-19] biography\
 \
Dates: 1752-1824 according to Ricard (p. xxix).\
BRKB. 1818. Ascends to the khri of Rong-po.\
Recognized as the rebirth of Shing-bza' Sgom-chen.\
1775. Traveled to Dbus and studied at Se-ra.\
Took a first in the Lha-sa Smon-rams-pa and got degree of Lha-rams-pa.\
Entered Smad-rgyud\
1813. Came to throne of Sku-'bum and served three years.\
1816. Conferred the great Dus 'khor dbang chen\
1818. Came to throne of Rong-po\
\
W19804 [p. 264] biography\
W19801 [p. 1706]\
W19862 [p. xxix]\
W20115 [p. 598] according to this source, a rig dge bshes was born in 1726 and died in 1803 (these dates may be off by one cycle)\
he gave the great lam rim teaching at sku 'bum in 1798\
conferred the final vows on zhabs dkar in 1801 at rdo sbis dgo ri grwa tshang\
\"dbu la ral ba bzhag yod pa rnam thar du gsal\"\
W27315 [p. 240-243]"
"DAM TSHIG RDO RJE GRAGS PA DPAL","","Damtsik Dorje Drakpa Pel","TB","BRAG RI DAM TSHIG RDO RJE;KHAL KHA SBA RI DAM TSHIG RDO RJE;KHAL KHA DAM TSIG RDO RJE;SBA RI DAM TSHIG RDO RJE","","Drakri Damtsik Dorje;Kalka Bari Damtsik Dorje;Kalka Damtsik Dorje;Bari Damtsik Dorje","1781-1855","22","23","","","406","1","0",""
"MKHYEN BRTZE'I DBANG PO","","Kyentse Wangpo","TB","'JAM DBYANGS MKHYEN BRTZE'I DBANG PO;KUN DGA' BSTAN PA'I RGYAL MTSAN DPAL BZANG PO;'OD GSAL SPRUL PA'I RDO RJE;RDO RJE GZI BRJID RTZAL;'JIGS MED MKHYEN BRTZE'I MYU GU;GTZUG LAG SMRA BA'I NYI MA MTSO SKYES GZHON NU'I LANG TSO;MTSO SKYES BLA MA DGYES PA'I 'BANGS;TSANGS SRAS DGYES PA'I BLO LDAN;'OD GSAL RDO RJE THUGS MCHOG RTZAL","","Jamyang Kyentse Wangpo;Kunga Tenpey Gyeltsen Pelsangpo;Osel Trulpey Dorje;Dorje Siji Tsel;Jigme Kyentse Nyugu;Tsugla Mawey Nyima Tsokye Shunnu Langtso;Tsokye Lama Gyepey Loden;Osel Dorje Tugchok Tsel","1820-1892","23","23","","","438","1","0",""
"NGAG DBANG BLO GROS RGYA MTSO","","Ngawang Lodru Gyatso","TB","SGO MANG DPON SLOB NGAG DBANG BLO GROS RGYA MTSO","","Gomang Ponlob Ngawang Lodru Gyatso","b. 17th c.","22","22","","","408","1","0","Bka'-gdams-pa -- Dga'-ldan-pa"
"'JIGS MED GLING PA MKHYEN BRTZE 'OD ZER","","Jigmey Lingpa Kyentse Oser","TB","MKHYEN BRTZE 'OD ZER;RANG BYUNG RDO RJE MKHYEN BRTZE 'OD ZER;PAD+MA DBANG CHEN;PAD+MA MKHYEN BRTZE'I 'OD ZER","","Kyentse Oser;Rangjung Dorje Kyentse Oser;Padma Wangchen;Padma Kyentse Oser","1729-1798","22","22","","","411","1","0",""
"SHES RAB RGYAL MTSAN","","Sherab Gyeltsen","TB","RGYA GAR BA SHES RAB RGYAL MTSAN;RGYA GAR SHES RAB RGYAL MTSAN;SA SKYA BDAG CHEN SHES RAB RGYAL MTSAN;RGYA DKAR SHES RAB RGYAL MTSAN DPAL BZANG PO","","Gyakarwa Sherab Gyeltsen;Gyakar Sherab Gyeltsen;Sakya Dakchen Sherab Gyeltsen;Gyakar Sherab Gyeltsen","1436-1494","19","19","","","416","1","0",""
"KUN DGA' BZANG PO","","Kunga Sangpo","TB","NGOR CHEN KUN DGA' BZANG PO;NGOR MKHAN CHEN 01 KUN DGA' BZANG PO;RIN CHEN MCHOG, NGOR CHEN;RDO RJE 'CHANG KUN DGA' BZANG PO","","Ngorchen Kunga Sangpo;The First Ngor Kenchen Kunga Sangpo;Rinchen Chok, Ngorchen;Dorje Chang Kunga Sangpo","1382-1456","18","19","","","414","1","0",""
"TSUL KHRIMS NYI MA","","Tsultrim Nyima","TB","RGYAL RONG TSUL KHRIMS NYI MA;RGYAL RONG DGE BSHES TSUL KHRIMS NYI MA","","Gyelrong Tsultrim Nyima;Gyelrong Geshe Tsultrim Nyima","b. 19th century","23","23","","","421","1","0",""
"MKHYEN RAB 'JAM DBYANGS BLO BZANG 'PHRIN LAS","","Khyenrab Jamyang Losang Trinley","TB","MKHAR NANG YANG SPRUL MKHYEN RAB 'JAM DBYANGS BLO BZANG 'PHRIN LAS","","Kharnang Yangtrul Khyenrab Jamyang Losang Trinley","b. 20th century?","24","24","","","443","1","0",""
"DGE 'DUN BLO BZANG","","Gendun Losang","TB","RTA NAG PA DGE 'DUN BLO BZANG","","Tanagpa Gendun Losang","b. 16th century","20","20","","","444","1","0",""
"SLOB DPON BSOD NAMS RTZE MO","","Loppun Sunam Tsemo","TB","BSOD NAMS RTZE MO","","Sunam Tsemo","1142-1182","16","16","","","445","1","0",""
"BLO BZANG BYAMS PA RAB RGYAS","","Losang Jampa Rapgye","TB","RNGA RGOD 03 BLO BZANG BYAMS PA RAB RGYAS;DKON MCHOG SKYABS","","The Third Ngacu, Losang Jampa Rapgye;Konchok Kyap","1781-1849","22","23","","","423","1","0",""
"NGAG DBANG DKON MCHOG NYI MA","","Ngawang Konchok Nyima","TB","BA SO RJE DRUNG NGAG DBANG DKON MCHOG NYI MA;RTA TSAG 06 NGAG DBANG DKON MCHOG NYI MA;RTA TSAG NGAG DBANG DKON MCHOG NYI MA","","Baso Jedrung Ngawang Konchok Nyima;The Sixth Ta-tsak, Ngawang Konchok Nyima;Tatsak, Ngawang Konchok Nyima","1653-1707","21","22","","","425","1","0",""
"BSTAN PA'I MGON PO","","Tenpey Gunpo","TB","RTA TSAG 08 BSTAN PA'I MGON PO;RTA TSAG YE SHES BSTAN PA'I MGON PO;YE SHES BLO BZANG BSTAN PA'I MGON PO;BLO BZANG BSTAN PA'I MGON PO;YE SHES BSTAN PA'I MGON PO","","The Eighth Ta-tsak, Tenpey Gunpo;Ta-tsak YesheTenpey Gunpo;Yeshe Losang Tenpey Gunpo;Losang Tenpey Gunpo;Yeshe Tenpey Gunpo","1760-1810","22","23","","","426","1","0",""
"BLO BZANG DAM CHOS RGYA MTSO","","Losang Damchu Gyatso","TB","RONG THA CHUNG TSANG BLO BZANG DAM CHOS RGYA MTSO","","Rongta Chungtsang Losang Damchu Gyatso","1865-1917","23","24","","","453","1","0",""
"NGAG DBANG BSTAN 'DZIN 'PHRIN LAS","","Ngawang Tendzin Trinley","TB","SKYID SHOD ZHABS DRUNG NGAG DBANG BSTAN 'DZIN 'PHRIN LAS","","Kyishu Shapdrung Ngawang Tendzin Trinley","1639-1682","21","21","","","429","1","0",""
